form,lemma,pos,morph
prohibitus,prohibeo,VER,Numb=Sing|Mood=Par|Tense=Perf|Voice=Pass
umquam,vmqvam,ADV,Deg=Pos
inesse,insvm,VER,Mood=Inf|Tense=Pres|Voice=Act
.,vnvs,ADJcar,Case=Acc|Numb=Plur
quia,qvia,CONsub,MORPH=empty
per,per,PRE,MORPH=empty
naturae,natvra,NOM1,Case=Gen|Numb=Sing
adsumptionem,assvmptio,NOM3,Case=Acc|Numb=Sing
incola,incola,NOM1,Case=Nom|Numb=Sing
sit,svm,VER,Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
receptus,receptvs,NOM4,Case=Nom|Numb=Sing
;,o,PRE,MORPH=empty
sed,sed,CONcoo,MORPH=empty
eradicatur,eradico,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Pass|Person=3
ob,ob,PRE,MORPH=empty
infidelitatis,infidelitas,NOM3,Case=Gen|Numb=Sing
crimen,crimen,NOM3,Case=Acc|Numb=Sing
naturse,natvrse,ADJqua,Numb=Sing
consortio,consortivm,NOM2,Case=Abl|Numb=Sing
indignus,indignvs,ADJqua,Case=Nom|Numb=Sing|Deg=Pos
exsistens,exsisto,VER,Case=Nom|Numb=Sing|Mood=Par|Tense=Pres|Voice=Act
.,vnvs,ADJcar,Case=Acc|Numb=Plur
eradicatur,eradico,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Pass|Person=3
ergo,ergo,CONcoo,MORPH=empty
de,de,PRE,MORPH=empty
uiuentium,vivens,NOM3,Case=Gen|Numb=Plur
terra,terra,NOM1,Case=Abl|Numb=Sing
quae,qvi,PROrel,Case=Nom|Numb=Sing
in,in,PRE,MORPH=empty
beata,beatvs,ADJqua,Case=Abl|Numb=Sing|Deg=Pos
regione,regio,NOM3,Case=Abl|Numb=Sing
sanctis,sanctvs,ADJqua,Case=Abl|Numb=Plur|Deg=Pos
domino,dominvs,NOM2,Case=Abl|Numb=Sing
conregnantibus,corregno,VER,Case=Abl|Numb=Plur|Mood=Par|Tense=Pres|Voice=Act
prseparatur,prveparo,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Pass|Person=3
;,o,PRE,MORPH=empty
cuius,qvi,PROrel,Case=Gen|Numb=Sing
ipse,ipse,PROdem,Case=Nom|Numb=Sing
in,in,PRE,MORPH=empty
euangelio,evangelivm,NOM2,Case=Abl|Numb=Sing
meminit,memini,VER,Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
dicens,dico,VER,Case=Nom|Numb=Sing|Mood=Par|Tense=Pres|Voice=Act
beati,beatvs,ADJqua,Case=Nom|Numb=Plur|Deg=Pos
mansueti,mansvetvs,ADJqua,Case=Nom|Numb=Plur|Deg=Pos
quoniam,qvoniam,CONsub,MORPH=empty
ipsi,ipse,PROdem,Case=Nom|Numb=Plur
hereditabunt,heredito,VER,Numb=Plur|Mood=Ind|Tense=Fut|Voice=Act|Person=3
terram,terra,NOM1,Case=Acc|Numb=Sing
;,o,PRE,MORPH=empty
et,et,CONcoo,MORPH=empty
hic,hic,PROdem,Case=Nom|Numb=Sing
idem,idem,PROdem,Case=Acc|Numb=Sing
propheta,propheta,NOM2,Case=Acc|Numb=Sing
et,et,CONcoo,MORPH=empty
placebo,placeo,VER,Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=1
domino,dominvs,NOM2,Case=Abl|Numb=Sing
in,in,PRE,MORPH=empty
regione,regio,NOM3,Case=Abl|Numb=Sing
uiuentium,vivo,VER,Case=Gen|Numb=Plur|Mood=Par|Voice=Act
a,ab,PRE,MORPH=empty
qua,qvi,PROrel,Case=Abl|Numb=Sing
proditor,proditor,NOM3,Case=Nom|Numb=Sing
populus,popvlvs,NOM2,Case=Nom|Numb=Sing
eradicari,eradico,VER,Mood=Inf|Tense=Pres|Voice=Pass
meruit,mereo,VER,Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
postquam,postqvam,CONsub,MORPH=empty
destructus,destrvo,VER,Numb=Sing|Mood=Ind|Tense=Perf|Voice=Pass|Person=3
in,in,PRE,MORPH=empty
finem,finis,NOM3,Case=Acc|Numb=Sing
a,ab,PRE,MORPH=empty
tabernaculo,tabernacvlvm,NOM2,Case=Abl|Numb=Sing
et,et,CONcoo,MORPH=empty
emigratus,emigratvs,ADJqua,Case=Nom|Numb=Sing|Deg=Pos
est,svm,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
et,et,CONcoo,MORPH=empty
auulsus,avello,VER,Case=Nom|Numb=Sing|Mood=Par|Tense=Perf|Voice=Pass
.,qvintvs,ADJcar,Case=Acc|Numb=Sing
Viuorum,vivi,NOM2,Case=Gen|Numb=Plur
autem,avtem,CONcoo,MORPH=empty
idcirco,idcirco,ADV,Deg=Pos
terra,terra,NOM1,Case=Nom|Numb=Sing
est,svm,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
quia,qvia,CONsub,MORPH=empty
omnis,omnis,PROind,Case=Nom|Numb=Sing
fidelis,fidelis,ADJqua,Case=Nom|Numb=Sing|Deg=Pos
in,in,PRE,MORPH=empty
domino,dominvs,NOM2,Case=Abl|Numb=Sing
licet,licet,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
mortuus,mortvvs,VER,Case=Nom|Numb=Sing|Mood=Par|Tense=Perf|Voice=Dep
sit,svm,VER,Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
deo,devs,NOM2,Case=Dat|Numb=Sing
tamen,tamen,ADV,Deg=Pos
uiuat,vivo,VER,Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
ut,vt,ADVrel,MORPH=empty
dictum,dictvm,NOM2,Case=Nom|Numb=Sing|Person=3
est,svm,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
ego,ego,PROper,Case=Nom|Numb=Sing
sum,svm,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=1
deus,devs,NOM2,Case=Nom|Numb=Sing
Abraham,abraha,NOM1,Case=Acc|Numb=Sing
et,et,CONcoo,MORPH=empty
deus,devs,NOM2,Case=Nom|Numb=Sing
Isaac,isaac,NOM7,Case=Nom|Numb=Sing
et,et,CONcoo,MORPH=empty
deus,devs,NOM2,Case=Nom|Numb=Sing
Iacob,iacob,NOM3,Case=Nom|Numb=Sing
non,non,ADVneg,MORPH=empty
est,svm,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
deus,devs,NOM2,Case=Nom|Numb=Sing
mortuorum,mortvvs,ADJqua,Case=Gen|Numb=Plur
sed,sed,CONcoo,MORPH=empty
uiuorum,vivvs,NOM2,Case=Gen|Numb=Plur
.,qvinqvaginta,ADJcar,Case=Ind|Numb=Plur
et,et,CONcoo,MORPH=empty
rursum,rvrsvs,ADV,Deg=Pos
per,per,PRE,MORPH=empty
Iacob,iacor,NOM3,Case=Acc|Numb=Sing
uiuat,vivo,VER,Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
Ruben,rvbes,NOM7,Case=Acc|Numb=Sing
et,et,CONcoo,MORPH=empty
non,non,ADVneg,MORPH=empty
moriatur,morior,VER,Numb=Sing|Mood=Sub|Tense=Pres|Voice=Dep|Person=3
;,o,PRE,MORPH=empty
et,et,CONcoo,MORPH=empty
illud,ille,PROdem,Case=Acc|Numb=Sing
Ismael,ismael,NOM7,Case=Acc|Numb=Sing
hic,hic,PROdem,Case=Nom|Numb=Sing
uiuat,vivo,VER,Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
in,in,PRE,MORPH=empty
conspectu,conspectvs,NOM4,Case=Abl|Numb=Sing
tuo,tvvs,PROpos,Case=Abl|Numb=Sing
.,qvintvs,ADJcar,Case=Acc|Numb=Plur
sedetilludapostoli,sedetoslvm,NOM2,Case=Gen|Numb=Sing
si,si,CONsub,MORPH=empty
ita,ita,ADV,Deg=Pos
tamen,tamen,ADV,Deg=Pos
legenti,lego,VER,Case=Dat|Numb=Sing|Mood=Par|Tense=Pres|Voice=Act
uidebitur,video,VER,Numb=Sing|Mood=Ind|Tense=Fut|Voice=Pass|Person=3
quia,qvia,CONsub,MORPH=empty
duplicem,dvplex,ADJqua,Case=Acc|Numb=Sing|Deg=Pos
sensus,sensvs,NOM4,Case=Acc|Numb=Sing
significationem,significatio,NOM3,Case=Acc|Numb=Sing
habet,habeo,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
et,et,CONcoo,MORPH=empty
nos,nos,PROper,Case=Acc|Numb=Plur
qui,qvi,PROrel,Case=Nom|Numb=Plur
uiuimus,vivo,VER,Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=1
qui,qvi,PROrel,Case=Nom|Numb=Plur
residui,residvvs,ADJqua,Case=Nom|Numb=Plur|Deg=Pos
erimus,svm,VER,Numb=Plur|Mood=Ind|Tense=Fut|Voice=Act|Person=1
rapiemur,rapio,VER,Numb=Plur|Mood=Ind|Tense=Fut|Voice=Pass|Person=1
cum,cvm,PRE,MORPH=empty
nubibus,nvbes,NOM3,Case=Abl|Numb=Plur
obuiam,obviam,ADV,Deg=Pos
Christo,christvs,NOM3,Case=Dat|Numb=Sing
in,in,PRE,MORPH=empty
aera,aes,NOM3,Case=Acc|Numb=Sing
et,et,CONcoo,MORPH=empty
sic,sic,ADV,Deg=Pos
semper,semper,ADV,Deg=Pos
cum,cvm,PRE,MORPH=empty
domino,dominvs,NOM2,Case=Abl|Numb=Sing
erimus,svm,VER,Numb=Plur|Mood=Ind|Tense=Fut|Voice=Act|Person=1
.,qvintvs,ADJcar,Case=Acc|Numb=Plur
interceptio,interceptio,NOM3,Case=Nom|Numb=Sing
quidem,qvidem,ADV,Deg=Pos
corporum,corpvs,NOM3,Case=Gen|Numb=Plur
adfert,affero,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
temporarium,temporarivs,ADJqua,Case=Acc|Numb=Sing|Deg=Pos
mortis,mors,NOM3,Case=Gen|Numb=Sing
occasum,occasvs,NOM4,Case=Acc|Numb=Sing
;,o,PRE,MORPH=empty
sed,sed,CONcoo,MORPH=empty
lex,lex,NOM3,Case=Nom|Numb=Sing
constituta,constitvo,VER,Case=Nom|Numb=Sing|Mood=Par|Tense=Perf|Voice=Pass
moriendi,morior,VER,Case=Gen|Numb=Sing|Mood=Ger|Voice=Dep
legem,lex,NOM3,Case=Acc|Numb=Sing
non,non,ADVneg,MORPH=empty
adimit,adimo,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
resurgendi,resvrgo,VER,Case=Gen|Numb=Sing|Mood=Ger|Voice=Act
quia,qvia,CONsub,MORPH=empty
decernenti,decerno,VER,Case=Dat|Numb=Sing|Mood=Par|Tense=Pres|Voice=Act
legem,lex,NOM3,Case=Acc|Numb=Sing
lex,lex,NOM3,Case=Nom|Numb=Sing
non,non,ADVneg,MORPH=empty
adfert,affero,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
necessitatem,necessitas,NOM3,Case=Acc|Numb=Sing
neque,neqve,CONcoo,MORPH=empty
sibi,svi,PROref,Case=Dat|Numb=Sing
deus,devs,NOM2,Case=Nom|Numb=Sing
ius,ivs,NOM3,Case=Acc|Numb=Sing
uiuificandi,vivifico,VER,Case=Gen|Numb=Sing|Mood=Ger|Voice=Act
ademit,adimo,VER,Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
legem,lex,NOM3,Case=Acc|Numb=Sing
nobis,nos,PROper,Case=Dat|Numb=Plur
decernendo,decerno,VER,Case=Abl|Numb=Sing|Mood=Ger|Voice=Act
moriendi,morior,VER,Case=Gen|Numb=Sing|Mood=Ger|Voice=Dep
.,qvinqvaginta,ADJcar,Case=Ind|Numb=Plur
mors,mors,NOM3,Case=Nom|Numb=Sing
autem,avtem,CONcoo,MORPH=empty
in,in,PRE,MORPH=empty
eos,is,PROdem,Case=Acc|Numb=Plur
tantum,tantvm,PROdem,MORPH=empty
in,in,PRE,MORPH=empty
quos,qvi,PROrel,Case=Acc|Numb=Plur
est,svm,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
decreta,decretvm,NOM2,Case=Nom|Numb=Sing
legitima,legitimvs,ADJqua,Case=Nom|Numb=Sing|Deg=Pos
est,svm,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
.,vnvs,ADJcar,Case=Gen|Numb=Sing
uiuunt,vivo,VER,Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
autem,avtem,CONcoo,MORPH=empty
deo,devs,NOM2,Case=Dat|Numb=Sing
omnes,omnis,PROind,Case=Nom|Numb=Plur
ex,ex,PRE,MORPH=empty
cuius,qvi,PROrel,Case=Gen|Numb=Sing
lege,lex,NOM3,Case=Abl|Numb=Sing
sunt,svm,VER,Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
mortui,morior,NOM2,Case=Nom|Numb=Plur|Voice=Dep
.,qvinqvaginta,ADJcar,Case=Acc|Numb=Plur
neque,neqve,CONcoo,MORPH=empty
mors,mors,NOM3,Case=Nom|Numb=Sing
.,vnvs,ADJcar,Case=Acc|Numb=Sing
quae,qvi,PROrel,Case=Nom|Numb=Plur
non,non,ADVneg,MORPH=empty
nisi,nisi,CONsub,MORPH=empty
per,per,PRE,MORPH=empty
legem,lex,NOM3,Case=Acc|Numb=Sing
decernentis,decerno,VER,Case=Gen|Numb=Sing|Mood=Par|Tense=Pres|Voice=Act
inualuit,invalesco,VER,Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
potest,possvm,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
per,per,PRE,MORPH=empty
se,svi,PROref,Case=Acc|Numb=Sing
in,in,PRE,MORPH=empty
id,is,PROdem,Case=Acc|Numb=Sing
inualescere,invalesco,VER,Mood=Inf|Tense=Pres|Voice=Act
ne,ne,CONsub,MORPH=empty
per,per,PRE,MORPH=empty
decernentem,decerno,VER,Case=Acc|Numb=Sing|Mood=Par|Tense=Pres|Voice=Act
renouandae,renovo,VER,Case=Gen|Numb=Sing|Mood=Adj|Voice=Pass
uitae,vita,NOM1,Case=Gen|Numb=Sing
legem,lex,NOM3,Case=Acc|Numb=Sing
demutabilis,demvtabilis,ADJqua,Case=Nom|Numb=Sing|Deg=Pos
sit,svm,VER,Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
lege,lex,NOM3,Case=Abl|Numb=Sing
uiuendi,vivo,VER,Case=Gen|Numb=Sing|Mood=Ger|Voice=Act
cum,cvm,CONsub,MORPH=empty
decernentis,decerno,VER,Case=Gen|Numb=Sing|Mood=Par|Tense=Pres|Voice=Act
potestas,potestas,NOM3,Case=Nom|Numb=Sing
constitutam,constitvo,VER,Case=Acc|Numb=Sing|Mood=Par|Tense=Perf|Voice=Pass
ab,ab,PRE,MORPH=empty
exordio,exordivm,NOM2,Case=Abl|Numb=Sing
in,in,PRE,MORPH=empty
Adam,ada,NOM1,Case=Acc|Numb=Sing
sub,svb,PRE,MORPH=empty
condicione,condicio,NOM3,Case=Abl|Numb=Sing
decreti,decretvm,NOM2,Case=Gen|Numb=Sing
uitam,vita,NOM1,Case=Acc|Numb=Sing
legis,lex,NOM3,Case=Gen|Numb=Sing
demutauerit,demvto,VER,Numb=Sing|Mood=Sub|Tense=Perf|Voice=Act|Person=3
lege,lex,NOM3,Case=Abl|Numb=Sing
moriendi,morior,VER,Case=Gen|Numb=Sing|Mood=Ger|Voice=Dep
.,qvintvs,ADJcar,Case=Gen|Numb=Plur
uiuunt,vivo,VER,Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
itaque,itaqve,CONcoo,MORPH=empty
sancti,sanctvs,ADJqua,Case=Nom|Numb=Plur|Deg=Pos
quique,qvisqve,PROind,Case=Nom|Numb=Sing
et,et,CONcoo,MORPH=empty
fideles,fidelis,ADJqua,Case=Nom|Numb=Plur|Deg=Pos
deo,devs,NOM2,Case=Dat|Numb=Sing
.,vnvs,ADJcar,Case=Gen|Numb=Plur
nam,nam,CONcoo,MORPH=empty
cum,cvm,CONsub,MORPH=empty
se,svi,PROref,Case=Acc|Numb=Sing
deum,devs,NOM2,Case=Gen|Numb=Plur
eorum,is,PROdem,Case=Gen|Numb=Plur
qui,qvi,PROrel,Case=Nom|Numb=Plur
mortui,morior,VER,Case=Nom|Numb=Plur|Voice=Dep
fuerant,svm,VER,Numb=Plur|Mood=Ind|Tense=Pqp|Voice=Act|Person=3
id,is,PROdem,Case=Nom|Numb=Sing
est,svm,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
Abrahse,abralses,NOM2,Case=Nom|Numb=Sing
et,et,CONcoo,MORPH=empty
Isaac,isaac,NOM7,Case=Nom|Numb=Sing
et,et,CONcoo,MORPH=empty
Iacob,iacob,NOM3,Case=Nom|Numb=Sing
esse,svm,VER,Mood=Inf|Tense=Pres|Voice=Act
dicat,dico,VER,Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
et,et,CONcoo,MORPH=empty
continuo,continvo,ADV,Deg=Pos
testetur,testor,VER,Numb=Sing|Mood=Sub|Tense=Pres|Voice=Dep|Person=3
non,non,ADVneg,MORPH=empty
mortuorum,mortvvs,ADJqua,Case=Gen|Numb=Plur
se,svi,PROref,Case=Acc|Numb=Sing
sed,sed,CONcoo,MORPH=empty
uiuorum,vivvs,NOM2,Case=Gen|Numb=Plur
deum,devs,NOM2,Case=Gen|Numb=Plur
esse,svm,VER,Mood=Inf|Tense=Pres|Voice=Act
docet,doceo,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
per,per,PRE,MORPH=empty
id,is,PROdem,Case=Acc|Numb=Sing
eos,is,PROdem,Case=Acc|Numb=Plur
qui,qvi,PROrel,Case=Nom|Numb=Plur
iudicio,ivdicivm,NOM2,Case=Abl|Numb=Sing
humanse,hvmanses,VER,Case=Abl|Numb=Sing
opinionis,opinio,NOM3,Case=Gen|Numb=Sing
mortui,morior,VER,Case=Nom|Numb=Plur|Mood=Par|Tense=Perf|Voice=Dep
existimentur,existimo,VER,Numb=Plur|Mood=Sub|Tense=Pres|Voice=Pass|Person=3
sibi,svi,PROref,Case=Dat|Numb=Sing
legem,lex,NOM3,Case=Acc|Numb=Sing
decernenti,decerno,VER,Case=Dat|Numb=Sing|Mood=Par|Tense=Pres|Voice=Act
non,non,ADVneg,MORPH=empty
mortuos,morior,NOM2,Case=Acc|Numb=Sing|Voice=Dep
esse,svm,VER,Mood=Inf|Tense=Pres|Voice=Act
sed,sed,CONcoo,MORPH=empty
uiuos,vivvs,ADJqua,Case=Acc|Numb=Plur|Deg=Pos
.,vnvs,ADJcar,Case=Acc|Numb=Plur
Intercessio,intercessivs,NOM2,Case=Dat|Numb=Sing
diapsalmse,diapsalmis,ADV,Deg=Pos
etsi,etsi,CONsub,MORPH=empty
non,non,ADVneg,MORPH=empty
personam,persona,NOM1,Case=Acc|Numb=Sing
sensum,sensvs,NOM4,Case=Acc|Numb=Sing
tamen,tamen,ADV,Deg=Pos
innouauit,innovo,VER,Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
.,vnvs,ADJcar,Case=Acc|Numb=Plur
nam,nam,CONcoo,MORPH=empty
post,post,PRE,MORPH=empty
prsenuntiatam,prsenvnvntio,VER,Case=Acc|Numb=Sing|Mood=Par|Tense=Perf|Voice=Pass
Doec,doec,NOM7,Case=Nom|Numb=Sing
damnationem,damnatio,NOM3,Case=Acc|Numb=Sing
ad,ad,PRE,MORPH=empty
quem,qvi,PROrel,Case=Acc|Numb=Sing
tamquam,tamqvam,ADVrel,MORPH=empty
ad,ad,PRE,MORPH=empty
praesentem,praesens,ADJqua,Case=Acc|Numb=Sing|Deg=Pos
fuit,svm,VER,Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
sermo,sermo,NOM3,Case=Nom|Numb=Sing
nunc,nvnc,ADV,Deg=Pos
ad,ad,PRE,MORPH=empty
alterius,alter,PROind,Case=Gen|Numb=Sing
expositionis,expositio,NOM3,Case=Gen|Numb=Sing
significationem,significatio,NOM3,Case=Acc|Numb=Sing
se,svi,PROref,Case=Acc|Numb=Sing
rettulit,refero,VER,Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
propheta,prophetvs,NOM1,Case=Abl|Numb=Sing
u,ve,ADVrel,MORPH=empty
ide,ide,VER,Case=Nom|Numb=Sing
bun,bvn,ADVint,MORPH=empty
t,tv,ADVrel,MORPH=empty
iusti,ivstvs,ADJqua,Case=Nom|Numb=Plur|Deg=Pos
et,et,CONcoo,MORPH=empty
timebunt,timeo,VER,Numb=Plur|Mood=Ind|Tense=Fut|Voice=Act|Person=3
et,et,CONcoo,MORPH=empty
rident,rideo,VER,Numb=Plur|Mood=Ind|Tense=Fut|Voice=Act|Person=3
super,svper,PRE,MORPH=empty
eum,is,PROdem,Case=Acc|Numb=Sing
et,et,CONcoo,MORPH=empty
dicent,dico,VER,Numb=Plur|Mood=Ind|Tense=Fut|Voice=Act|Person=3
ecce,ecce,INJ,MORPH=empty
homo,homo,NOM3,Case=Nom|Numb=Sing
qui,qvi,PROrel,Case=Nom|Numb=Sing
non,non,ADVneg,MORPH=empty
posuit,pono,VER,Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
deum,devs,NOM2,Case=Gen|Numb=Sing
adiutorem,adivtor,NOM3,Case=Acc|Numb=Sing
suum,svvs,PROpos.ref,Case=Acc|Numb=Sing
sed,sed,CONcoo,MORPH=empty
serauit,sero,VER,Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
in,in,PRE,MORPH=empty
multitudine,mvltitvdo,NOM3,Case=Abl|Numb=Sing
diuitiarum,divitiae,NOM1,Case=Gen|Numb=Plur
suarum,svvs,PROpos.ref,Case=Gen|Numb=Plur
et,et,CONcoo,MORPH=empty
praeualuit,praevaleo,VER,Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
in,in,PRE,MORPH=empty
uanitate,vanitas,NOM3,Case=Abl|Numb=Sing
sua,svvs,PROpos.ref,Case=Abl|Numb=Sing
.,qvintvs,ADJcar,Case=Acc|Numb=Plur
destructo,destrvo,VER,Case=Abl|Numb=Sing|Mood=Par|Tense=Perf|Voice=Pass
Doec,doec,NOM7,Case=Nom|Numb=Sing
in,in,PRE,MORPH=empty
finem,finis,NOM3,Case=Acc|Numb=Sing
et,et,CONcoo,MORPH=empty
euulso,evello,VER,Case=Abl|Numb=Sing|Mood=Par|Tense=Perf|Voice=Pass
de,de,PRE,MORPH=empty
tabernaculo,tabernacvlvm,NOM2,Case=Abl|Numb=Sing
atque,atqve,CONcoo,MORPH=empty
emigrato,emigratvs,ADJqua,Case=Abl|Numb=Sing|Deg=Pos
et,et,CONcoo,MORPH=empty
de,de,PRE,MORPH=empty
terra,terra,NOM1,Case=Abl|Numb=Sing
uiuentium,vivens,VER,Case=Gen|Numb=Plur
eradicato,eradico,VER,Case=Abl|Numb=Sing|Mood=Par|Tense=Perf|Voice=Pass
sancti,sanctvs,ADJqua,Case=Nom|Numb=Plur|Deg=Pos
quique,qvisqve,PROind,Case=Nom|Numb=Sing
necesse,necesse,ADJqua,Case=Ind|Deg=Pos
est,svm,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
metuant,metvo,VER,Numb=Plur|Mood=Sub|Tense=Pres|Voice=Act|Person=3
cum,cvm,CONsub,MORPH=empty
uideant,video,VER,Numb=Plur|Mood=Sub|Tense=Pres|Voice=Act|Person=3
tot,tot,PROdem,Case=Ind
tantisque,tantvsqve,PROdem,Case=Abl|Numb=Plur
diuinae,divinvs,ADJqua,Case=Gen|Numb=Sing|Deg=Pos
misericordise,misericordis,ADV,Deg=Pos
auxiliis,avxilivm,NOM2,Case=Abl|Numb=Plur
populum,popvlvs,NOM2,Case=Acc|Numb=Sing
adiutum,adivvo,VER,Case=Acc|Numb=Sing|Mood=Inf|Tense=Perf|Voice=Pass
atque,atqve,CONcoo,MORPH=empty
usum,vsvs,NOM4,Case=Acc|Numb=Sing
post,post,PRE,MORPH=empty
ingentem,ingens,ADJqua,Case=Acc|Numb=Sing|Deg=Pos
illam,ille,PROdem,Case=Acc|Numb=Sing
et,et,CONcoo,MORPH=empty
ultra,vltra,PRE,Deg=Pos
humanas,hvmanvs,ADJqua,Case=Acc|Numb=Plur|Deg=Pos
opes,ops,NOM3,Case=Acc|Numb=Plur
gloriosi,gloriosvs,ADJqua,Case=Gen|Numb=Sing|Deg=Pos
regni,regnvm,NOM2,Case=Gen|Numb=Sing
dignitatem,dignitas,NOM3,Case=Acc|Numb=Sing
maximum,magnvs,ADJqua,Case=Acc|Numb=Sing|Deg=Sup
de,de,PRE,MORPH=empty
se,svi,PROref,Case=Abl|Numb=Sing
atque,atqve,CONcoo,MORPH=empty
ultimum,vltimvs,ADJqua,Case=Acc|Numb=Sing|Deg=Pos
humanae,hvmanvs,ADJqua,Case=Gen|Numb=Sing|Deg=Pos
calamitatis,calamitas,NOM3,Case=Gen|Numb=Sing
exemplum,exemplvm,NOM2,Case=Acc|Numb=Sing
praebuisse,praebeo,VER,Mood=Inf|Tense=Perf|Voice=Act
.,vnvs,ADJcar,Case=Acc|Numb=Plur
qui,qvi,PROint,Case=Nom|Numb=Sing
enim,enim,CONcoo,MORPH=empty
memoria,memoria,NOM1,Case=Abl|Numb=Sing
recenseat,recenseo,VER,Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
antiquas,antiqvvs,ADJqua,Case=Acc|Numb=Plur|Deg=Pos
gloriae,gloria,NOM1,Case=Dat|Numb=Sing
eius,is,PROdem,Case=Gen|Numb=Sing
et,et,CONcoo,MORPH=empty
innumeras,innvmervs,ADJqua,Case=Acc|Numb=Plur|Deg=Pos
beatitudines,beatitvdo,NOM3,Case=Acc|Numb=Plur
quas,qvi,PROrel,Case=Acc|Numb=Plur
superius,svpervs,ADV,Deg=Comp
pro,pro,PRE,MORPH=empty
parte,pars,NOM3,Case=Abl|Numb=Sing
memorauimus,memoro,VER,Numb=Plur|Mood=Ind|Tense=Perf|Voice=Act|Person=1
cum,cvm,CONsub,MORPH=empty
post,post,PRE,Deg=Pos
Aegypti,aegyptvs,NOM2,Case=Gen|Numb=Sing
funera,fvnvs,NOM3,Case=Acc|Numb=Plur
itineri,iter,NOM3,Case=Dat|Numb=Sing
eorum,is,PROdem,Case=Gen|Numb=Plur
diuisum,divido,VER,Case=Acc|Numb=Sing|Mood=Par|Tense=Perf|Voice=Pass
mare,mare,NOM3,Case=Acc|Numb=Sing
cessit,cedo,VER,Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
cum,cvm,CONsub,MORPH=empty
ardorem,ardor,NOM3,Case=Acc|Numb=Sing
diei,dies,NOM5,Case=Gen|Numb=Sing
nubis,nvbes,NOM3,Case=Gen|Numb=Sing
columna,colvmna,NOM1,Case=Nom|Numb=Sing
inumbrauit,invmbro,VER,Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
cum,cvm,CONsub,MORPH=empty
noctis,nox,NOM3,Case=Gen|Numb=Sing
tenebras,tenebrae,NOM1,Case=Acc|Numb=Plur
ignis,ignis,NOM3,Case=Acc|Numb=Sing
columna,colvmna,NOM1,Case=Abl|Numb=Sing
discussit,discvtio,VER,Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
cum,cvm,CONsub,MORPH=empty
cibum,cibvs,NOM2,Case=Acc|Numb=Sing
caelum,caelvm,NOM2,Case=Acc|Numb=Sing
